"session","bill_type","bill_number","legislator","floor_stage_vote","committee_stage_vote","type_lobbyiing"
2005,"AB","113","Jeskewitz, Suzanne",1,1,"Pre-For, Post-None"
2005,"AB","113","Kessler, Fredrick P.",1,1,"Pre-For, Post-None"
2005,"AB","113","Krusick, Peggy",1,1,"Pre-For, Post-None"
2005,"AB","113","Lasee, Frank G.",1,1,"Pre-For, Post-None"
2005,"AB","113","Owens, Carol",1,1,"Pre-For, Post-None"
2005,"AB","113","Suder, Scott",1,1,"Pre-For, Post-None"
2005,"AB","113","Turner, Robert L.",1,1,"Pre-For, Post-None"
2005,"AB","113","Vukmir, Leah",1,1,"Pre-For, Post-None"
2005,"AB","1132","Davis, Brett H.",1,1,"Pre-For, Post-None"
2005,"AB","1132","Hines, J.A.",1,1,"Pre-For, Post-None"
2005,"AB","1132","Kestell, Steve",1,1,"Pre-For, Post-None"
2005,"AB","1132","Lehman, John W.",1,1,"Pre-For, Post-None"
2005,"AB","1132","Pope-Roberts, Sondy",1,1,"Pre-For, Post-None"
2005,"AB","1132","Towns, Debi",1,1,"Pre-For, Post-None"
2005,"AB","1132","Townsend, John F.",1,1,"Pre-For, Post-None"
2005,"AB","1132","VanAkkeren, Terry",1,1,"Pre-For, Post-None"
2005,"AB","1132","Ziegelbauer, Bob",1,1,"Pre-For, Post-None"
2005,"AB","1137","Gundrum, Mark",1,1,"Pre-For, Post-None"
2005,"AB","1137","Kerkman, Samantha",1,1,"Pre-For, Post-None"
2005,"AB","1137","Kleefisch, Joel",1,1,"Pre-For, Post-None"
2005,"AB","1137","McCormick, Terri",1,1,"Pre-For, Post-None"
2005,"AB","1137","Staskunas, Anthony J.",1,1,"Pre-For, Post-None"
2005,"AB","1137","Turner, Robert L.",1,1,"Pre-For, Post-None"
2005,"AB","1182","Fitzgerald, Jeff",1,1,"No Lobbying"
2005,"AB","1182","Gundrum, Mark",1,1,"No Lobbying"
2005,"AB","120","Ainsworth, John H.",1,1,"Pre-For, Post-None"
2005,"AB","120","Bies, Garey",1,1,"Pre-For, Post-None"
2005,"AB","120","Colon, Pedro",1,1,"Pre-For, Post-None"
2005,"AB","120","Jensen, Scott R.",1,1,"Pre-For, Post-None"
2005,"AB","120","Kaufert, Dean R.",1,1,"Pre-For, Post-None"
2005,"AB","120","Meyer, Dan",1,1,"Pre-For, Post-None"
2005,"AB","120","Musser, Terry M.",1,1,"Pre-For, Post-None"
2005,"AB","120","Petrowski, Jerry",1,1,"Pre-For, Post-None"
2005,"AB","120","Pocan, Mark",1,1,"Pre-For, Post-None"
2005,"AB","120","Rhoades, Kitty",1,1,"Pre-For, Post-None"
2005,"AB","120","Shilling, Jennifer",1,1,"Pre-For, Post-None"
2005,"AB","120","Stone, Jeff",1,1,"Pre-For, Post-None"
2005,"AB","120","Ward, David W.",0,0,"Pre-For, Post-None"
2005,"AB","120","Young, Leon D.",1,0,"Pre-For, Post-None"
2005,"AB","122","Benedict, Chuck",1,1,"No Lobbying"
2005,"AB","122","Gielow, Curt",1,1,"No Lobbying"
2005,"AB","122","Hundertmark, Jean L.",1,1,"No Lobbying"
2005,"AB","122","Moulton, Terry",1,1,"No Lobbying"
2005,"AB","122","Nelson, Thomas M.",1,1,"No Lobbying"
2005,"AB","122","Shilling, Jennifer",1,1,"No Lobbying"
2005,"AB","122","Strachota, Pat",1,1,"No Lobbying"
2005,"AB","122","Underheim, Gregg",1,1,"No Lobbying"
2005,"AB","122","Vruwink, Amy Sue",1,1,"No Lobbying"
2005,"AB","122","Vukmir, Leah",1,1,"No Lobbying"
2005,"AB","122","Wasserman, Sheldon A.",1,1,"No Lobbying"
2005,"AB","122","Wieckert, Steve",1,1,"No Lobbying"
2005,"AB","127","Ballweg, Joan",1,1,"Pre-For, Post-None"
2005,"AB","127","Berceau, Terese",1,1,"Pre-For, Post-None"
2005,"AB","127","Cullen, David A.",1,1,"Pre-For, Post-None"
2005,"AB","127","Gielow, Curt",1,1,"Pre-For, Post-None"
2005,"AB","127","Lehman, John W.",1,1,"Pre-For, Post-None"
2005,"AB","127","McCormick, Terri",1,1,"Pre-For, Post-None"
2005,"AB","127","Moulton, Terry",1,1,"Pre-For, Post-None"
2005,"AB","127","Nelson, Thomas M.",1,1,"Pre-For, Post-None"
2005,"AB","127","Nischke, Ann",1,1,"Pre-For, Post-None"
2005,"AB","127","Sheridan, Michael J.",1,1,"Pre-For, Post-None"
2005,"AB","127","Staskunas, Anthony J.",1,1,"Pre-For, Post-None"
2005,"AB","127","Underheim, Gregg",1,1,"Pre-For, Post-None"
2005,"AB","127","Wieckert, Steve",1,1,"Pre-For, Post-None"
2005,"AB","128","Bies, Garey",1,1,"No Lobbying"
2005,"AB","128","Black, Spencer",1,1,"No Lobbying"
2005,"AB","128","Gronemus, Barbara",1,1,"No Lobbying"
2005,"AB","128","Gunderson, Scott L.",1,1,"No Lobbying"
2005,"AB","128","Hebl, Gary Alan",1,0,"No Lobbying"
2005,"AB","128","Krawczyk, Judy",1,1,"No Lobbying"
2005,"AB","128","Molepske, Louis John",1,1,"No Lobbying"
2005,"AB","128","Moulton, Terry",1,1,"No Lobbying"
2005,"AB","128","Mursau, Jeffrey L.",1,1,"No Lobbying"
2005,"AB","128","Ott, Alvin R.",1,1,"No Lobbying"
2005,"AB","128","Petrowski, Jerry",1,1,"No Lobbying"
2005,"AB","128","Pettis, Mark L.",1,1,"No Lobbying"
2005,"AB","128","Steinbrink, John P.",1,1,"No Lobbying"
2005,"AB","128","Williams, Mary",1,1,"No Lobbying"
2005,"AB","132","Bies, Garey",1,1,"No Lobbying"
2005,"AB","132","Black, Spencer",1,1,"No Lobbying"
2005,"AB","132","Gronemus, Barbara",1,1,"No Lobbying"
2005,"AB","132","Gunderson, Scott L.",1,1,"No Lobbying"
2005,"AB","132","Hebl, Gary Alan",1,1,"No Lobbying"
2005,"AB","132","Krawczyk, Judy",1,1,"No Lobbying"
2005,"AB","132","Molepske, Louis John",1,1,"No Lobbying"
2005,"AB","132","Moulton, Terry",1,1,"No Lobbying"
2005,"AB","132","Mursau, Jeffrey L.",1,1,"No Lobbying"
2005,"AB","132","Ott, Alvin R.",1,1,"No Lobbying"
2005,"AB","132","Petrowski, Jerry",1,1,"No Lobbying"
2005,"AB","132","Pettis, Mark L.",1,1,"No Lobbying"
2005,"AB","132","Steinbrink, John P.",1,1,"No Lobbying"
2005,"AB","132","Williams, Mary",1,1,"No Lobbying"
2005,"AB","136","Ainsworth, John H.",1,1,"Pre-For, Post-None"
2005,"AB","136","Hines, J.A.",1,1,"Pre-For, Post-None"
2005,"AB","136","Loeffelholz, Gabe",1,1,"Pre-For, Post-None"
2005,"AB","136","Molepske, Louis John",1,1,"Pre-For, Post-None"
2005,"AB","136","Nerison, Lee",1,1,"Pre-For, Post-None"
2005,"AB","136","Ott, Alvin R.",1,1,"Pre-For, Post-None"
2005,"AB","136","Parisi, Joseph T.",1,1,"Pre-For, Post-None"
2005,"AB","136","Petrowski, Jerry",1,1,"Pre-For, Post-None"
2005,"AB","136","Towns, Debi",1,1,"Pre-For, Post-None"
2005,"AB","136","Vruwink, Amy Sue",1,1,"Pre-For, Post-None"
2005,"AB","136","Williams, Mary",1,1,"Pre-For, Post-None"
2005,"AB","136","Ziegelbauer, Bob",1,1,"Pre-For, Post-None"
2005,"AB","144","Ainsworth, John H.",1,1,"No Lobbying"
2005,"AB","144","Davis, Brett H.",1,1,"No Lobbying"
2005,"AB","144","Friske, Donald",1,1,"No Lobbying"
2005,"AB","144","Gronemus, Barbara",1,1,"No Lobbying"
2005,"AB","144","Hahn, Eugene",1,1,"No Lobbying"
2005,"AB","144","Molepske, Louis John",1,1,"No Lobbying"
2005,"AB","144","Nelson, Thomas M.",1,1,"No Lobbying"
2005,"AB","144","Ott, Alvin R.",1,1,"No Lobbying"
2005,"AB","144","Petrowski, Jerry",1,1,"No Lobbying"
2005,"AB","144","Sherman, Gary E.",1,1,"No Lobbying"
2005,"AB","144","Steinbrink, John P.",1,1,"No Lobbying"
2005,"AB","144","Suder, Scott",1,1,"No Lobbying"
2005,"AB","144","Vruwink, Amy Sue",1,1,"No Lobbying"
2005,"AB","154","Berceau, Terese",1,1,"No Lobbying"
2005,"AB","154","Fields, Jason M.",1,1,"No Lobbying"
2005,"AB","154","Gottlieb, Mark",1,1,"No Lobbying"
2005,"AB","154","Gunderson, Scott L.",1,1,"No Lobbying"
2005,"AB","154","LeMahieu, Daniel R.",1,1,"No Lobbying"
2005,"AB","154","Lothian, Thomas A.",1,1,"No Lobbying"
2005,"AB","154","Parisi, Joseph T.",1,1,"No Lobbying"
2005,"AB","154","Pridemore, Don",1,1,"No Lobbying"
2005,"AB","172","Black, Spencer",1,1,"Pre-For, Post-None"
2005,"AB","172","Friske, Donald",1,1,"Pre-For, Post-None"
2005,"AB","172","Gundrum, Mark",1,1,"Pre-For, Post-None"
2005,"AB","172","Jeskewitz, Suzanne",1,1,"Pre-For, Post-None"
2005,"AB","172","Kessler, Fredrick P.",1,1,"Pre-For, Post-None"
2005,"AB","172","Krusick, Peggy",1,1,"Pre-For, Post-None"
2005,"AB","172","Lasee, Frank G.",1,1,"Pre-For, Post-None"
2005,"AB","172","Owens, Carol",1,1,"Pre-For, Post-None"
2005,"AB","172","Suder, Scott",1,1,"Pre-For, Post-None"
2005,"AB","172","Turner, Robert L.",1,1,"Pre-For, Post-None"
2005,"AB","172","Vukmir, Leah",1,1,"Pre-For, Post-None"
2005,"AB","182","Benedict, Chuck",1,0,"No Lobbying"
2005,"AB","182","Fitzgerald, Jeff",1,1,"No Lobbying"
2005,"AB","182","Gundrum, Mark",1,1,"No Lobbying"
2005,"AB","182","Kleefisch, Joel",1,1,"No Lobbying"
2005,"AB","182","Krawczyk, Judy",1,1,"No Lobbying"
2005,"AB","182","Toles, Barbara L.",1,1,"No Lobbying"
2005,"AB","182","Young, Leon D.",1,1,"No Lobbying"
2005,"AB","184","Black, Spencer",0,0,"Pre-For, Post-None"
2005,"AB","184","Friske, Donald",1,1,"Pre-For, Post-None"
2005,"AB","184","Gundrum, Mark",1,1,"Pre-For, Post-None"
2005,"AB","184","Jeskewitz, Suzanne",1,1,"Pre-For, Post-None"
2005,"AB","184","Kessler, Fredrick P.",0,0,"Pre-For, Post-None"
2005,"AB","184","Krusick, Peggy",1,1,"Pre-For, Post-None"
2005,"AB","184","Lasee, Frank G.",1,1,"Pre-For, Post-None"
2005,"AB","184","Owens, Carol",1,1,"Pre-For, Post-None"
2005,"AB","184","Suder, Scott",1,1,"Pre-For, Post-None"
2005,"AB","184","Turner, Robert L.",0,1,"Pre-For, Post-None"
2005,"AB","184","Vukmir, Leah",1,1,"Pre-For, Post-None"
2005,"AB","19","Berceau, Terese",1,1,"Pre-For, Post-None"
2005,"AB","19","Fields, Jason M.",1,1,"Pre-For, Post-None"
2005,"AB","19","Lothian, Thomas A.",1,1,"Pre-For, Post-None"
2005,"AB","19","Pridemore, Don",1,1,"Pre-For, Post-None"
2005,"AB","193","Berceau, Terese",1,1,"Pre-For, Post-None"
2005,"AB","193","Hahn, Eugene",1,1,"Pre-For, Post-None"
2005,"AB","193","Hebl, Gary Alan",1,1,"Pre-For, Post-None"
2005,"AB","193","Kerkman, Samantha",1,1,"Pre-For, Post-None"
2005,"AB","193","Nass, Stephen L.",1,1,"Pre-For, Post-None"
2005,"AB","193","Pridemore, Don",1,1,"Pre-For, Post-None"
2005,"AB","193","Strachota, Pat",1,1,"Pre-For, Post-None"
2005,"AB","193","Toles, Barbara L.",1,1,"Pre-For, Post-None"
2005,"AB","193","Wood, Jeffrey",1,1,"Pre-For, Post-None"
2005,"AB","193","Ziegelbauer, Bob",1,1,"Pre-For, Post-None"
2005,"AB","209","Ainsworth, John H.",1,1,"No Lobbying"
2005,"AB","209","Davis, Brett H.",1,1,"No Lobbying"
2005,"AB","209","Friske, Donald",1,1,"No Lobbying"
2005,"AB","209","Gronemus, Barbara",0,1,"No Lobbying"
2005,"AB","209","Hahn, Eugene",1,1,"No Lobbying"
2005,"AB","209","Molepske, Louis John",1,1,"No Lobbying"
2005,"AB","209","Nelson, Thomas M.",0,0,"No Lobbying"
2005,"AB","209","Ott, Alvin R.",1,1,"No Lobbying"
2005,"AB","209","Petrowski, Jerry",1,1,"No Lobbying"
2005,"AB","209","Sherman, Gary E.",0,1,"No Lobbying"
2005,"AB","209","Steinbrink, John P.",0,1,"No Lobbying"
2005,"AB","209","Suder, Scott",1,1,"No Lobbying"
2005,"AB","209","Vruwink, Amy Sue",1,1,"No Lobbying"
2005,"AB","210","Bies, Garey",1,1,"No Lobbying"
2005,"AB","210","Hundertmark, Jean L.",1,1,"No Lobbying"
2005,"AB","210","Loeffelholz, Gabe",1,1,"No Lobbying"
2005,"AB","210","Musser, Terry M.",1,1,"No Lobbying"
2005,"AB","210","Sherman, Gary E.",1,1,"No Lobbying"
2005,"AB","210","Townsend, John F.",1,1,"No Lobbying"
2005,"AB","210","Turner, Robert L.",1,1,"No Lobbying"
2005,"AB","235","Ainsworth, John H.",1,1,"No Lobbying"
2005,"AB","235","Davis, Brett H.",1,1,"No Lobbying"
2005,"AB","235","Friske, Donald",1,1,"No Lobbying"
2005,"AB","235","Gronemus, Barbara",1,1,"No Lobbying"
2005,"AB","235","Hahn, Eugene",1,1,"No Lobbying"
2005,"AB","235","Lamb, Andy",1,1,"No Lobbying"
2005,"AB","235","Molepske, Louis John",1,1,"No Lobbying"
2005,"AB","235","Nelson, Thomas M.",1,1,"No Lobbying"
2005,"AB","235","Ott, Alvin R.",1,1,"No Lobbying"
2005,"AB","235","Petrowski, Jerry",1,1,"No Lobbying"
2005,"AB","235","Steinbrink, John P.",1,1,"No Lobbying"
2005,"AB","235","Suder, Scott",1,1,"No Lobbying"
2005,"AB","235","Vruwink, Amy Sue",1,1,"No Lobbying"
2005,"AB","24","Albers, Sheryl K. ",1,1,"Pre-For, Post-None"
2005,"AB","24","Hebl, Gary Alan",1,1,"Pre-For, Post-None"
2005,"AB","24","Musser, Terry M.",1,1,"Pre-For, Post-None"
2005,"AB","24","Wood, Jeffrey",1,1,"Pre-For, Post-None"
2005,"AB","286","Bies, Garey",1,1,"Pre-None, Post-For"
2005,"AB","286","Black, Spencer",1,1,"Pre-None, Post-For"
2005,"AB","286","Gronemus, Barbara",1,1,"Pre-None, Post-For"
2005,"AB","286","Gunderson, Scott L.",1,1,"Pre-None, Post-For"
2005,"AB","286","Hebl, Gary Alan",1,1,"Pre-None, Post-For"
2005,"AB","286","Krawczyk, Judy",1,1,"Pre-None, Post-For"
2005,"AB","286","Molepske, Louis John",1,1,"Pre-None, Post-For"
2005,"AB","286","Moulton, Terry",1,1,"Pre-None, Post-For"
2005,"AB","286","Mursau, Jeffrey L.",1,1,"Pre-None, Post-For"
2005,"AB","286","Ott, Alvin R.",1,1,"Pre-None, Post-For"
2005,"AB","286","Petrowski, Jerry",1,1,"Pre-None, Post-For"
2005,"AB","286","Pettis, Mark L.",1,1,"Pre-None, Post-For"
2005,"AB","286","Steinbrink, John P.",1,1,"Pre-None, Post-For"
2005,"AB","286","Williams, Mary",1,1,"Pre-None, Post-For"
2005,"AB","311","Albers, Sheryl K. ",1,1,"Pre-Against, Post-For"
2005,"AB","311","Ballweg, Joan",1,1,"Pre-Against, Post-For"
2005,"AB","311","Cullen, David A.",0,0,"Pre-Against, Post-For"
2005,"AB","311","Kestell, Steve",1,1,"Pre-Against, Post-For"
2005,"AB","311","Krusick, Peggy",1,1,"Pre-Against, Post-For"
2005,"AB","311","Owens, Carol",1,1,"Pre-Against, Post-For"
2005,"AB","315","Ainsworth, John H.",1,1,"Pre-For, Post-None"
2005,"AB","315","Bies, Garey",1,1,"Pre-For, Post-None"
2005,"AB","315","Musser, Terry M.",1,1,"Pre-For, Post-None"
2005,"AB","315","Petrowski, Jerry",1,1,"Pre-For, Post-None"
2005,"AB","315","Shilling, Jennifer",1,1,"Pre-For, Post-None"
2005,"AB","315","Young, Leon D.",1,1,"Pre-For, Post-None"
2005,"AB","328","Ainsworth, John H.",1,1,"No Lobbying"
2005,"AB","328","Davis, Brett H.",1,1,"No Lobbying"
2005,"AB","328","Friske, Donald",1,1,"No Lobbying"
2005,"AB","328","Gronemus, Barbara",1,1,"No Lobbying"
2005,"AB","328","Hahn, Eugene",1,1,"No Lobbying"
2005,"AB","328","Molepske, Louis John",1,1,"No Lobbying"
2005,"AB","328","Nelson, Thomas M.",1,1,"No Lobbying"
2005,"AB","328","Ott, Alvin R.",1,1,"No Lobbying"
2005,"AB","328","Petrowski, Jerry",1,1,"No Lobbying"
2005,"AB","328","Sherman, Gary E.",1,1,"No Lobbying"
2005,"AB","328","Steinbrink, John P.",1,1,"No Lobbying"
2005,"AB","328","Suder, Scott",1,1,"No Lobbying"
2005,"AB","328","Vruwink, Amy Sue",1,1,"No Lobbying"
2005,"AB","340","Ainsworth, John H.",1,1,"Pre-For, Post-None"
2005,"AB","340","Davis, Brett H.",1,1,"Pre-For, Post-None"
2005,"AB","340","Friske, Donald",1,1,"Pre-For, Post-None"
2005,"AB","340","Gronemus, Barbara",1,1,"Pre-For, Post-None"
2005,"AB","340","Hahn, Eugene",1,1,"Pre-For, Post-None"
2005,"AB","340","Lamb, Andy",1,1,"Pre-For, Post-None"
2005,"AB","340","Molepske, Louis John",1,1,"Pre-For, Post-None"
2005,"AB","340","Nelson, Thomas M.",1,1,"Pre-For, Post-None"
2005,"AB","340","Ott, Alvin R.",1,1,"Pre-For, Post-None"
2005,"AB","340","Petrowski, Jerry",1,1,"Pre-For, Post-None"
2005,"AB","340","Suder, Scott",1,1,"Pre-For, Post-None"
2005,"AB","340","Vruwink, Amy Sue",1,1,"Pre-For, Post-None"
2005,"AB","354","Albers, Sheryl K. ",1,1,"Pre-Against, Post-None"
2005,"AB","354","Gundrum, Mark",1,1,"Pre-Against, Post-None"
2005,"AB","354","Kessler, Fredrick P.",1,1,"Pre-Against, Post-None"
2005,"AB","354","Kleefisch, Joel",1,1,"Pre-Against, Post-None"
2005,"AB","354","McCormick, Terri",1,1,"Pre-Against, Post-None"
2005,"AB","354","Staskunas, Anthony J.",1,1,"Pre-Against, Post-None"
2005,"AB","354","Turner, Robert L.",1,0,"Pre-Against, Post-None"
2005,"AB","377","Freese, Stephen J. ",1,1,"No Lobbying"
2005,"AB","377","Gundrum, Mark",1,1,"No Lobbying"
2005,"AB","377","Kessler, Fredrick P.",0,0,"No Lobbying"
2005,"AB","377","Travis, David M.",0,0,"No Lobbying"
2005,"AB","377","Vos, Robin J.",1,1,"No Lobbying"
2005,"AB","379","Ainsworth, John H.",1,1,"No Lobbying"
2005,"AB","379","Bies, Garey",1,1,"No Lobbying"
2005,"AB","379","Musser, Terry M.",1,1,"No Lobbying"
2005,"AB","379","Petrowski, Jerry",1,1,"No Lobbying"
2005,"AB","379","Shilling, Jennifer",1,1,"No Lobbying"
2005,"AB","38","Ainsworth, John H.",1,1,"Pre-For, Post-None"
2005,"AB","38","Bies, Garey",1,1,"Pre-For, Post-None"
2005,"AB","38","Colon, Pedro",1,1,"Pre-For, Post-None"
2005,"AB","38","Musser, Terry M.",1,1,"Pre-For, Post-None"
2005,"AB","38","Petrowski, Jerry",1,1,"Pre-For, Post-None"
2005,"AB","38","Young, Leon D.",1,1,"Pre-For, Post-None"
2005,"AB","389","Benedict, Chuck",1,1,"No Lobbying"
2005,"AB","389","Fitzgerald, Jeff",1,1,"No Lobbying"
2005,"AB","389","Gundrum, Mark",1,1,"No Lobbying"
2005,"AB","389","Kleefisch, Joel",1,1,"No Lobbying"
2005,"AB","389","Krawczyk, Judy",1,1,"No Lobbying"
2005,"AB","389","Petrowski, Jerry",1,1,"No Lobbying"
2005,"AB","389","Young, Leon D.",1,1,"No Lobbying"
2005,"AB","41","Bies, Garey",1,1,"Pre-For, Post-None"
2005,"AB","41","Colon, Pedro",1,1,"Pre-For, Post-None"
2005,"AB","41","Gundrum, Mark",1,1,"Pre-For, Post-None"
2005,"AB","41","Jensen, Scott R.",1,1,"Pre-For, Post-None"
2005,"AB","41","Kaufert, Dean R.",1,1,"Pre-For, Post-None"
2005,"AB","41","LeMahieu, Daniel R.",0,0,"Pre-For, Post-None"
2005,"AB","41","Owens, Carol",1,1,"Pre-For, Post-None"
2005,"AB","41","Pocan, Mark",1,1,"Pre-For, Post-None"
2005,"AB","41","Pope-Roberts, Sondy",1,1,"Pre-For, Post-None"
2005,"AB","41","Rhoades, Kitty",1,1,"Pre-For, Post-None"
2005,"AB","41","Seidel, Donna J.",1,1,"Pre-For, Post-None"
2005,"AB","41","Stone, Jeff",1,1,"Pre-For, Post-None"
2005,"AB","41","Suder, Scott",0,0,"Pre-For, Post-None"
2005,"AB","41","Ward, David W.",1,1,"Pre-For, Post-None"
2005,"AB","41","Wasserman, Sheldon A.",1,1,"Pre-For, Post-None"
2005,"AB","410","Bies, Garey",1,1,"Pre-For, Post-None"
2005,"AB","410","Black, Spencer",1,1,"Pre-For, Post-None"
2005,"AB","410","Gronemus, Barbara",1,1,"Pre-For, Post-None"
2005,"AB","410","Gunderson, Scott L.",1,1,"Pre-For, Post-None"
2005,"AB","410","Hebl, Gary Alan",1,1,"Pre-For, Post-None"
2005,"AB","410","Molepske, Louis John",1,1,"Pre-For, Post-None"
2005,"AB","410","Moulton, Terry",1,1,"Pre-For, Post-None"
2005,"AB","410","Mursau, Jeffrey L.",1,1,"Pre-For, Post-None"
2005,"AB","410","Ott, Alvin R.",1,1,"Pre-For, Post-None"
2005,"AB","410","Petrowski, Jerry",1,1,"Pre-For, Post-None"
2005,"AB","410","Pettis, Mark L.",1,1,"Pre-For, Post-None"
2005,"AB","410","Steinbrink, John P.",1,1,"Pre-For, Post-None"
2005,"AB","410","Williams, Mary",1,1,"Pre-For, Post-None"
2005,"AB","428","Freese, Stephen J. ",1,1,"Pre-Against, Post-None"
2005,"AB","428","Gundrum, Mark",1,1,"Pre-Against, Post-None"
2005,"AB","428","Kessler, Fredrick P.",1,1,"Pre-Against, Post-None"
2005,"AB","428","Travis, David M.",1,1,"Pre-Against, Post-None"
2005,"AB","428","Vos, Robin J.",1,1,"Pre-Against, Post-None"
2005,"AB","428","Wood, Jeffrey",1,1,"Pre-Against, Post-None"
2005,"AB","429","Freese, Stephen J. ",1,1,"No Lobbying"
2005,"AB","429","Gundrum, Mark",1,1,"No Lobbying"
2005,"AB","429","Kessler, Fredrick P.",1,1,"No Lobbying"
2005,"AB","429","Travis, David M.",1,1,"No Lobbying"
2005,"AB","429","Vos, Robin J.",1,1,"No Lobbying"
2005,"AB","429","Wood, Jeffrey",1,1,"No Lobbying"
2005,"AB","432","Bies, Garey",1,1,"Pre-Against, Post-None"
2005,"AB","432","Gundrum, Mark",1,1,"Pre-Against, Post-None"
2005,"AB","432","LeMahieu, Daniel R.",1,1,"Pre-Against, Post-None"
2005,"AB","432","Owens, Carol",1,1,"Pre-Against, Post-None"
2005,"AB","432","Parisi, Joseph T.",1,1,"Pre-Against, Post-None"
2005,"AB","432","Pope-Roberts, Sondy",1,1,"Pre-Against, Post-None"
2005,"AB","432","Seidel, Donna J.",1,1,"Pre-Against, Post-None"
2005,"AB","432","Suder, Scott",1,1,"Pre-Against, Post-None"
2005,"AB","432","Wasserman, Sheldon A.",1,1,"Pre-Against, Post-None"
2005,"AB","436","Black, Spencer",1,1,"Pre-For, Post-None"
2005,"AB","436","Friske, Donald",1,1,"Pre-For, Post-None"
2005,"AB","436","Grigsby, Tamara D.",1,1,"Pre-For, Post-None"
2005,"AB","436","Gundrum, Mark",1,1,"Pre-For, Post-None"
2005,"AB","436","Jeskewitz, Suzanne",1,1,"Pre-For, Post-None"
2005,"AB","436","Kessler, Fredrick P.",1,1,"Pre-For, Post-None"
2005,"AB","436","Krusick, Peggy",1,1,"Pre-For, Post-None"
2005,"AB","436","Lasee, Frank G.",1,1,"Pre-For, Post-None"
2005,"AB","436","Owens, Carol",1,1,"Pre-For, Post-None"
2005,"AB","436","Suder, Scott",1,1,"Pre-For, Post-None"
2005,"AB","436","Turner, Robert L.",1,1,"Pre-For, Post-None"
2005,"AB","436","Vukmir, Leah",1,1,"Pre-For, Post-None"
2005,"AB","443","Black, Spencer",1,1,"Pre-Against, Post-None"
2005,"AB","443","Friske, Donald",1,1,"Pre-Against, Post-None"
2005,"AB","443","Grigsby, Tamara D.",1,1,"Pre-Against, Post-None"
2005,"AB","443","Gundrum, Mark",1,1,"Pre-Against, Post-None"
2005,"AB","443","Jeskewitz, Suzanne",1,1,"Pre-Against, Post-None"
2005,"AB","443","Kessler, Fredrick P.",1,1,"Pre-Against, Post-None"
2005,"AB","443","Krusick, Peggy",1,1,"Pre-Against, Post-None"
2005,"AB","443","Lasee, Frank G.",1,1,"Pre-Against, Post-None"
2005,"AB","443","Owens, Carol",1,1,"Pre-Against, Post-None"
2005,"AB","443","Suder, Scott",1,1,"Pre-Against, Post-None"
2005,"AB","443","Turner, Robert L.",1,1,"Pre-Against, Post-None"
2005,"AB","444","Black, Spencer",1,1,"Pre-For, Post-None"
2005,"AB","444","Friske, Donald",1,1,"Pre-For, Post-None"
2005,"AB","444","Grigsby, Tamara D.",1,1,"Pre-For, Post-None"
2005,"AB","444","Gundrum, Mark",1,1,"Pre-For, Post-None"
2005,"AB","444","Jeskewitz, Suzanne",1,1,"Pre-For, Post-None"
2005,"AB","444","Kessler, Fredrick P.",1,1,"Pre-For, Post-None"
2005,"AB","444","Krusick, Peggy",1,1,"Pre-For, Post-None"
2005,"AB","444","Lasee, Frank G.",1,1,"Pre-For, Post-None"
2005,"AB","444","Owens, Carol",1,1,"Pre-For, Post-None"
2005,"AB","444","Suder, Scott",1,1,"Pre-For, Post-None"
2005,"AB","444","Turner, Robert L.",1,1,"Pre-For, Post-None"
2005,"AB","444","Vukmir, Leah",1,1,"Pre-For, Post-None"
2005,"AB","46","Berceau, Terese",1,1,"No Lobbying"
2005,"AB","46","Fields, Jason M.",1,1,"No Lobbying"
2005,"AB","46","Gottlieb, Mark",1,1,"No Lobbying"
2005,"AB","46","Gunderson, Scott L.",1,1,"No Lobbying"
2005,"AB","46","LeMahieu, Daniel R.",1,1,"No Lobbying"
2005,"AB","46","Lothian, Thomas A.",1,1,"No Lobbying"
2005,"AB","46","Parisi, Joseph T.",1,1,"No Lobbying"
2005,"AB","46","Pridemore, Don",1,1,"No Lobbying"
2005,"AB","486","Bies, Garey",1,1,"Pre-Against, Post-For"
2005,"AB","486","Black, Spencer",0,0,"Pre-Against, Post-For"
2005,"AB","486","Gronemus, Barbara",1,1,"Pre-Against, Post-For"
2005,"AB","486","Gunderson, Scott L.",1,1,"Pre-Against, Post-For"
2005,"AB","486","Hebl, Gary Alan",0,0,"Pre-Against, Post-For"
2005,"AB","486","Krawczyk, Judy",1,1,"Pre-Against, Post-For"
2005,"AB","486","Molepske, Louis John",1,1,"Pre-Against, Post-For"
2005,"AB","486","Moulton, Terry",1,1,"Pre-Against, Post-For"
2005,"AB","486","Mursau, Jeffrey L.",1,1,"Pre-Against, Post-For"
2005,"AB","486","Ott, Alvin R.",1,1,"Pre-Against, Post-For"
2005,"AB","486","Petrowski, Jerry",1,1,"Pre-Against, Post-For"
2005,"AB","486","Pettis, Mark L.",1,1,"Pre-Against, Post-For"
2005,"AB","486","Steinbrink, John P.",1,1,"Pre-Against, Post-For"
2005,"AB","501","Albers, Sheryl K. ",1,1,"No Lobbying"
2005,"AB","501","Grigsby, Tamara D.",1,1,"No Lobbying"
2005,"AB","501","Jeskewitz, Suzanne",1,1,"No Lobbying"
2005,"AB","501","Kestell, Steve",1,1,"No Lobbying"
2005,"AB","501","Seidel, Donna J.",1,1,"No Lobbying"
2005,"AB","501","Vos, Robin J.",1,1,"No Lobbying"
